Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Τοστ ζαμπόν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπουκόβσκι, Τσαρλς",7.00,12.00,https://www.protoporia.gr/mpoukovski-tsarls-tost-zampon-metaxeirismeno-357387.html
Πώς βλέπω τον κόσμο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αϊνστάιν, Άλμπερτ",4.00,12.30,https://www.protoporia.gr/ainstain-almpert-pos-vlepo-ton-kosmo-metaxeirismeno-371704.html
Το μένος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Michaelides, Alex",12.39,17.70,https://www.protoporia.gr/michaelides-alex-to-menos-metaxeirismeno-2226182206261.html
Ο έρωτας στα χρόνια της χολέρας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μάρκες, Γκαμπριέλ Γκαρσία",12.00,,https://www.protoporia.gr/markes-gkampriel-gkarsia-o-erotas-sta-xronia-tis-xoleras-metaxeirismeno-351467.html
H.P. Lovecraft - Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λάβκραφτ, Χάουαρντ Φίλιπ",4.95,9.90,https://www.protoporia.gr/lavkraft-xaouarnt-filip-h.p.-lovecraft-i-metaxeirismeno-497454.html
Χορεύοντας με το διάβολο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φωκς, Σεμπαστιάν",10.00,,https://www.protoporia.gr/fwks-sempastian-xoreyontas-me-to-diabolo-metaxeirismeno-2225604105212.html
Σμιλεύοντας το χρόνο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ταρκόφσκι, Αντρέι",15.00,17.80,https://www.protoporia.gr/tarkofski-antrei-smileuontas-to-xrono-metaxeirismeno-472143.html
Το εγκώμιο της σκιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπόρχες, Χόρχε Λουίς",5.00,8.00,https://www.protoporia.gr/mporxes-xorxe-louis-to-egkomio-tis-skias-metaxeirismeno-352271.html
Αποτυπώματα των θεών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χάνκοκ, Γκράχαμ",20.00,26.00,https://www.protoporia.gr/xankok-gkraxam-apotupomata-ton-theon-metaxeirismeno-498670.html
Οι κόρες της λησμονιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαθεοδώρου, Θοδωρής",5.50,11.10,https://www.protoporia.gr/papatheodorou-thodoris-oi-kores-tis-lismonias-metaxeirismeno-357858.html
Χρόνια δίσεκτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Αρκάς,3.75,7.50,https://www.protoporia.gr/arkas-xronia-disekta-metaxeirismeno-461149.html
Ταπί και ψύχραιμος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Οικονομίδου, Χριστίνα",4.90,10.65,https://www.protoporia.gr/oikonomidou-xristina-tapi-kai-psuxraimos-metaxeirismeno-429578.html
Επιβάτης 23 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φίτζεκ, Σεμπάστιαν",8.85,17.70,https://www.protoporia.gr/fitzek-sempastian-epivatis-23-metaxeirismeno-630270.html
Ο εραστής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντυράς, Μαργκερίτ",8.00,,https://www.protoporia.gr/nturas-margkerit-o-erastis-metaxeirismeno-376070.html
Λυκόφως ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Meyer, Stephenie",7.50,20.18,https://www.protoporia.gr/meyer-stephenie-lukofos-metaxeirismeno-349679.html
Δάκρυα Ξυράφι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κόσμπι, Σ. Α.",9.50,19.00,https://www.protoporia.gr/kosmpi-s.-a.-dakrua-ksurafi-metaxeirismeno-630920.html
Μύθοι παρεξηγήσεις και άβολες αλήθειες της ελληνικής ιστορίας 2 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παναγιωτίδης, Σταύρος",7.70,11.00,https://www.protoporia.gr/panagiotidis-stauros-muthoi-pareksigiseis-kai-avoles-alitheies-tis-ellinikis-istorias-2-metaxeirismeno-2229600454916.html
Το φοβερό βήμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ταχτσής, Κώστας",13.00,14.00,https://www.protoporia.gr/taxtsis-kostas-to-fovero-vima-metaxeirismeno-377890.html
Βερολινέζικα χρονικά 1920-1933 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ροτ, Γιόζεφ",8.00,16.00,https://www.protoporia.gr/rot-giozef-verolinezika-xronika-1920-1933-metaxeirismeno-439774.html
Ιερουσαλήμ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Montefiore, Simon Sebag",18.00,29.50,https://www.protoporia.gr/montefiore-simon-sebag-ierousalim-metaxeirismeno-507610.html
Ο Άρχοντας των δαχτυλιδιών - Η συντροφιά του δαχτυλιδιού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φίσερ, Τζούντ",7.90,19.36,https://www.protoporia.gr/fiser-tzount-o-arxontas-ton-daxtulidion-i-suntrofia-tou-daxtulidiou-metaxeirismeno-423947.html
Η σχολή των θεών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"D' Anna, Elio",11.10,22.20,https://www.protoporia.gr/d-anna-elio-i-sxoli-ton-theon-metaxeirismeno-531037.html
Το Βιβλίο των Οστών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κόνολι, Τζον",7.75,15.50,https://www.protoporia.gr/konoli-tzon-to-vivlio-ton-oston-metaxeirismeno-524811.html
Από το Λεξικό του Διαβόλου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπηρς, Αμβρόσιος",5.28,8.80,https://www.protoporia.gr/mpirs-amvrosios-apo-to-leksiko-tou-diavolou-metaxeirismeno-391462.html
Ο ταχυδρόμος των βιβλίων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Henn, Carsten",8.85,17.70,https://www.protoporia.gr/henn-carsten-o-taxudromos-ton-vivlion-metaxeirismeno-631858.html
"Δοκίμια - Μυθολογία του ωραίου, Έρως και χρόνος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Καπετανάκης, Δημήτριος",10.00,,https://www.protoporia.gr/kapetanakis-dimitrios-dokimia-muthologia-tou-oraiou-eros-kai-xronos-metaxeirismeno-499772.html
Η έκρηξη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σιγκουρδαρντότιρ, Ίρσα",11.00,12.00,https://www.protoporia.gr/sigkourdarntotir-irsa-i-ekriksi-metaxeirismeno-369939.html
Άγιο αίμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαθεοδώρου, Θοδωρής",4.95,9.90,https://www.protoporia.gr/papatheodorou-thodoris-agio-aima-metaxeirismeno-545843.html
Το λούνα παρκ του τρόμου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Στάιν, Ρ. Λ.",3.00,6.12,https://www.protoporia.gr/stain-r.-l.-to-louna-park-tou-tromou-metaxeirismeno-366196.html
Ο τυχαίος θάνατος ενός αναρχικού και μερικών άλλων ανατρεπτικών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φο, Ντάριο",6.00,10.00,https://www.protoporia.gr/fo-ntario-o-tuxaios-thanatos-enos-anarxikou-kai-merikon-allon-anatreptikon-metaxeirismeno-362305.html
Η λίστα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Vivian, Siobhan",2.90,12.99,https://www.protoporia.gr/vivian-siobhan-i-lista-metaxeirismeno-509219.html
Το βιβλίο της ανησυχίας Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πεσσόα, Φερνάντο",9.90,11.00,https://www.protoporia.gr/pessoa-fernanto-to-vivlio-tis-anisuxias-i-metaxeirismeno-372825.html
Το σπίτι των πνευμάτων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλιέντε, Ιζαμπέλ",8.00,17.00,https://www.protoporia.gr/aliente-izampel-to-spiti-ton-pneumaton-metaxeirismeno-366369.html
Τα παιδιά δεν θέλουν ψυχολόγο. Γονείς θέλουν! ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σιδέρης, Νίκος",3.96,9.90,https://www.protoporia.gr/sideris-nikos-ta-paidia-den-theloun-psuxologo.-goneis-theloun-metaxeirismeno-365128.html
Το τελεσίγραφο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φίτζεκ, Σεμπάστιαν",12.30,17.70,https://www.protoporia.gr/fitzek-sempastian-to-telesigrafo-metaxeirismeno-602137.html
Πενήντα αποχρώσεις του γκρι: Απελευθέρωση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"James, E. L.",6.50,19.90,https://www.protoporia.gr/james-e.-l.-peninta-apoxroseis-tou-gkri-apeleutherosi-metaxeirismeno-375111.html
Οβιδίου Μεταμορφώσεις ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Οβίδιος,4.69,11.73,https://www.protoporia.gr/ovidios-ovidiou-metamorfoseis-metaxeirismeno-497070.html
Η Αυγή των Πάντων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γκρέμπερ, Ντέιβιντ",12.75,25.50,https://www.protoporia.gr/wengrow-david-i-augi-ton-panton-metaxeirismeno-603453.html
Το μήλο της έριδος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γουντχάους, Κρίστοφερ Μ.",8.90,14.00,https://www.protoporia.gr/gountxaous-kristofer-m.-to-milo-tis-eridos-metaxeirismeno-451455.html
Ο Προμηθέας ελεύθερος δεσμώτης Συλλογή βραβεία Νόμπελ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζιντ, Αντρέ",4.00,5.96,https://www.protoporia.gr/zint-antre-o-promitheas-eleutheros-desmotis-sullogi-vraveia-nompel-metaxeirismeno-469869.html
Λατινική γραμματική Β Λυκείου 22-0158 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,1.93,2.76,https://www.protoporia.gr/latiniki-grammatiki-v-lukeiou-22-0158-metaxeirismeno-517642.html
Το άρωμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζίσκιντ, Πάτρικ",6.20,14.40,https://www.protoporia.gr/ziskint-patrik-to-aroma-metaxeirismeno-354672.html
Ο άνδρας που πέθανε δύο φορές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Οσμάν, Ρίτσαρντ",4.95,9.90,https://www.protoporia.gr/osman-ritsarnt-o-andras-pou-pethane-duo-fores-metaxeirismeno-578198.html
Η γιατρίνα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τραυλού, Πασχαλία",8.30,16.60,https://www.protoporia.gr/traulou-pasxalia-i-giatrina-metaxeirismeno-525561.html
Ο κύκλος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,11.20,16.00,https://www.protoporia.gr/o-kuklos-metaxeirismeno-2226182300082.html
Το μαύρο βιβλίο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παμούκ, Ορχάν",15.30,17.00,https://www.protoporia.gr/pamouk-orxan-to-mauro-vivlio-metaxeirismeno-357788.html
Φόνος στη βιβλιοθήκη της Αλεξάνδρειας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ρόμπερτς, Μάντοξ Τζων",6.00,15.00,https://www.protoporia.gr/romperts-mantoks-tzon-fonos-sti-vivliothiki-tis-aleksandreias-metaxeirismeno-446136.html
Η καλύτερη χειρότερη μέρα της ζωής σου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κορτώ, Αύγουστος",4.95,9.90,https://www.protoporia.gr/korto-augoustos-i-kaluteri-xeiroteri-mera-tis-zois-sou-metaxeirismeno-535707.html
Ως στρουθίον μονάζον επί δώματος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσαρούχης, Γιάννης",30.00,,https://www.protoporia.gr/tsarouxis-giannis-os-strouthion-monazon-epi-domatos-metaxeirismeno-502582.html
Ιστορία της Ελλάδας του 20ού αιώνα Τόμος Β1 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χριστοδουλάκη, Όλγα",34.08,85.20,https://www.protoporia.gr/avdela-efi-istoria-tis-elladas-tou-20ou-aiona-tomos-v1-metaxeirismeno-461108.html
Κατ εικόνα και ομοίωση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Rorvik, David",6.50,20.00,https://www.protoporia.gr/rorvik-david-kat-eikona-kai-omoiosi-metaxeirismeno-438005.html
Η συμβιωτική περιπέτεια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μανέτας, Γιάννης",7.20,18.00,https://www.protoporia.gr/manetas-giannis-i-sumviotiki-peripeteia-metaxeirismeno-602323.html
"Αθηναΐς, Αιλία Ευδοκία Αυγούστα - ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Τσάτσου, Ιωάννα",16.00,,https://www.protoporia.gr/tsatsou-ioanna-athinais-ailia-eudokia-augousta-metaxeirismeno-483481.html
Ο άνθρωπος χωρίς ιδιότητες - ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μούζιλ, Ρόμπερτ",50.00,,https://www.protoporia.gr/mouzil-rompert-o-anthropos-xoris-idiotites-metaxeirismeno-382052.html
Πενήντα αποχρώσεις του γκρι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"James, E. L.",3.50,19.90,https://www.protoporia.gr/james-e.-l.-peninta-apoxroseis-tou-gkri-metaxeirismeno-363308.html
Ιστορία χωρίς τέλος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Έντε, Μίκαελ",5.00,18.80,https://www.protoporia.gr/ente-mikael-istoria-xoris-telos-metaxeirismeno-483838.html
Ρουβίκωνας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χόλλαντ, Τομ",16.00,25.00,https://www.protoporia.gr/xollant-tom-rouvikonas-metaxeirismeno-499162.html
Ποτέ χωρίς την κόρη μου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χόφερ, Ουίλιαμ",5.76,14.39,https://www.protoporia.gr/maxmounti-mpeti-pote-xoris-tin-kori-mou-metaxeirismeno-362540.html
Αλμύρα. Η ευτυχία αλλιώς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ρώσση-Ζαΐρη, Ρένα",11.10,22.20,https://www.protoporia.gr/rossi-zairi-rena-almura.-i-eutuxia-allios-metaxeirismeno-577088.html
Το εγχειρίδιο του καλού μάνατζερ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μακιαβέλι, Νικολό",4.40,,https://www.protoporia.gr/makiaveli-nikolo-to-egxeiridio-tou-kalou-manatzer-metaxeirismeno-429950.html
"Πλατεία Λένιν, πρώην Συντάγματος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Φύσσας, Δημήτρης",6.90,19.36,https://www.protoporia.gr/fussas-dimitris-plateia-lenin-proin-suntagmatos-metaxeirismeno-360027.html
Μικρασιατική Καταστροφή: 50 ερωτήματα και απαντήσεις ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Συρίγος, Άγγελος Μ.",6.00,12.20,https://www.protoporia.gr/surigos-aggelos-m.-mikrasiatiki-katastrofi-50-erotimata-kai-apantiseis-metaxeirismeno-572013.html
Το μυστήριο της τράπουλας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γκάαρντερ, Γιοστέιν",8.00,,https://www.protoporia.gr/gkaarnter-giostein-to-mustirio-tis-trapoulas-metaxeirismeno-388549.html
Το χρυσό βραχιόλι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Νικολαΐδου, Σοφία",7.75,15.50,https://www.protoporia.gr/nikolaidou-sofia-to-xruso-vraxioli-metaxeirismeno-525570.html
Ο Μπίντερμαν και οι εμπρηστές ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φρις, Μαξ",5.00,10.00,https://www.protoporia.gr/fris-maks-o-mpinterman-kai-oi-empristes-metaxeirismeno-450595.html
Τρυφερή είναι η νύχτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φιτζέραλντ, Φράνσις Σκοτ",7.00,14.00,https://www.protoporia.gr/fitzeralnt-fransis-skot-truferi-einai-i-nuxta-metaxeirismeno-428762.html
Η βία της αποτυχίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μάρκαρης, Πέτρος",11.20,16.00,https://www.protoporia.gr/markaris-petros-i-via-tis-apotuxias-metaxeirismeno-2226185642288.html
Τα αδημοσίευτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Αρκάς,4.50,7.50,https://www.protoporia.gr/arkas-ta-adimosieuta-metaxeirismeno-441293.html
Η μοναχοκόρη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Nettel, Guadalupe",11.62,16.60,https://www.protoporia.gr/nettel-guadalupe-i-monaxokori-metaxeirismeno-633629.html
Άνδρας αξίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπανίκας, Χρήστος",11.45,22.90,https://www.protoporia.gr/andrianos-spuros-andras-aksias-metaxeirismeno-507309.html
Ιστορία χωρίς τέλος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Έντε, Μίκαελ",7.50,15.35,https://www.protoporia.gr/ente-mikael-istoria-xoris-telos-metaxeirismeno-354658.html
Λευκή ορχιδέα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Οικονόμου, Καίτη",5.00,19.90,https://www.protoporia.gr/oikonomou-kaiti-leuki-orxidea-metaxeirismeno-354644.html
Οι πύλες της φωτιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πρέσσφιλντ, Στίβεν",8.00,9.00,https://www.protoporia.gr/pressfilnt-stiven-oi-pules-tis-fotias-metaxeirismeno-361868.html
Ο επίμονος κηπουρός - ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λε Καρέ, Τζων",7.00,,https://www.protoporia.gr/le-kare-tzon-o-epimonos-kipouros-metaxeirismeno-364213.html
Μια σταγόνα ιστορία Μέρος τρίτο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καμπουράκης, Δημήτρης",6.90,14.40,https://www.protoporia.gr/kampourakis-dimitris-mia-stagona-istoria-meros-trito-metaxeirismeno-394776.html
Μια νύχτα ακόμη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κρομμύδας, Κώστας",7.70,15.50,https://www.protoporia.gr/krommudas-kostas-mia-nuxta-akomi-metaxeirismeno-501319.html
Η ηθική ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπαντιού, Αλαίν",9.00,10.00,https://www.protoporia.gr/mpantiou-alain-i-ithiki-metaxeirismeno-447651.html
Ο ήχος του κακού– Ακοή ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Kliesch, Vincent",13.30,19.00,https://www.protoporia.gr/kliesch-vincent-o-ixos-tou-kakou-akoi-metaxeirismeno-632552.html
Διάλογος για την τέχνη και την πολιτική ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λόουτς, Κεν",4.25,8.50,https://www.protoporia.gr/loouts-ken-dialogos-gia-tin-texni-kai-tin-politiki-metaxeirismeno-555508.html
Η εποχή της φιλοδοξίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Όσνος, Έβανς",9.00,18.00,https://www.protoporia.gr/osnos-evans-i-epoxi-tis-filodoksias-metaxeirismeno-491885.html
Η χώρα του χιονιού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καβαμπάτα, Γιασουνάρι",11.55,16.50,https://www.protoporia.gr/kavampata-giasounari-i-xora-tou-xioniou-metaxeirismeno-2229605056344.html
Εγκληματολογία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλεξιάδης, Στέργιος",6.00,38.00,https://www.protoporia.gr/aleksiadis-stergios-egklimatologia-metaxeirismeno-449812.html
Νανά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζολά, Εμίλ",12.60,14.00,https://www.protoporia.gr/zola-emil-nana-metaxeirismeno-493981.html
Το τέλος του κόσμου σε αγγλικό κήπο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τριανταφύλλου, Σώτη",6.00,14.00,https://www.protoporia.gr/triantafullou-soti-to-telos-tou-kosmou-se-aggliko-kipo-metaxeirismeno-468632.html
Η απατηλή ζωή των ενηλίκων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φεράντε, Έλενα",6.00,18.80,https://www.protoporia.gr/ferante-elena-i-apatili-zoi-ton-enilikon-metaxeirismeno-533530.html
Η περί Θεού αυταπάτη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Dawkins, Richard",11.00,29.21,https://www.protoporia.gr/dawkins-richard-i-peri-theou-autapati-metaxeirismeno-376957.html
Η εποχή της υποκρισίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μάρκαρης, Πέτρος",12.00,16.96,https://www.protoporia.gr/markaris-petros-i-epoxi-tis-upokrisias-metaxeirismeno-499055.html
Ρόουζ Μάντερ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κινγκ, Στέφεν",12.00,18.00,https://www.protoporia.gr/kingk-stefen-roouz-manter-metaxeirismeno-370201.html
Supersex ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χολάντερ, Ξαβιέρα",12.00,,https://www.protoporia.gr/xolanter-ksaviera-supersex-metaxeirismeno-529690.html
Ο μαγικός κύκλος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Neville, Katherine",4.00,9.90,https://www.protoporia.gr/neville-katherine-o-magikos-kuklos-metaxeirismeno-365490.html
Το δάσος των Πυγμαίων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλιέντε, Ιζαμπέλ",7.50,16.00,https://www.protoporia.gr/aliente-izampel-to-dasos-ton-pugmaion-metaxeirismeno-358074.html
Σοφιστής ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Πλάτων,16.00,,https://www.protoporia.gr/platon-sofistis-metaxeirismeno-501217.html
Ο κυνηγός - Μάτια 2 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φίτζεκ, Σεμπάστιαν",8.85,17.70,https://www.protoporia.gr/fitzek-sempastian-o-kunigos-matia-2-metaxeirismeno-563195.html
Υπο-κουλτούρα: Το νόημα του στυλ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χέμπντιτζ, Ντικ",12.00,15.00,https://www.protoporia.gr/xempntitz-ntik-upo-koultoura-to-noima-tou-stul-metaxeirismeno-447637.html
Η γιαγιά μου η Αθήνα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ταχτσής, Κώστας",10.00,20.00,https://www.protoporia.gr/taxtsis-kostas-i-giagia-mou-i-athina-metaxeirismeno-500309.html
Το ημερολόγιο ενός ευαίσθητου killer ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σεπούλβεδα, Λουίς",5.00,18.45,https://www.protoporia.gr/sepoulveda-louis-to-imerologio-enos-euaisthitou-killer-metaxeirismeno-412399.html
Η Εγκυκλοπαίδεια των νεκρών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κις, Ντανίλο",6.00,14.00,https://www.protoporia.gr/kis-ntanilo-i-egkuklopaideia-ton-nekron-metaxeirismeno-351302.html
Σχέδιο και ζωγραφική 1 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,1.50,7.90,https://www.protoporia.gr/sxedio-kai-zografiki-1-metaxeirismeno-398314.html
Οικογενειακά μυστικά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λέκμπεργ, Καμίλα",5.00,18.80,https://www.protoporia.gr/lekmperg-kamila-oikogeneiaka-mustika-metaxeirismeno-357925.html
Η πόλη των θηρίων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλιέντε, Ιζαμπέλ",8.90,12.00,https://www.protoporia.gr/aliente-izampel-i-poli-ton-thirion-metaxeirismeno-349791.html
Στη μοναξιά του Παρισιού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ελυάρ, Πωλ",5.33,12.42,https://www.protoporia.gr/anthologia-sti-monaksia-tou-parisiou-metaxeirismeno-434129.html
Η επινόηση της μοναξιάς ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Όστερ, Πολ",4.90,15.50,https://www.protoporia.gr/oster-pol-i-epinoisi-tis-monaksias-metaxeirismeno-441784.html
Ραγισμένο είδωλο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Δημουλίδου, Χρύσα",15.00,19.90,https://www.protoporia.gr/dimoulidou-xrusa-ragismeno-eidolo-metaxeirismeno-531506.html
Ιστορίες για μισογύνηδες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χάισμιθ, Πατρίτσια",6.00,9.00,https://www.protoporia.gr/xaismith-patritsia-istories-gia-misogunides-metaxeirismeno-358001.html
Το Ερωτικό Ταό ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Chang, Jolan",10.00,,https://www.protoporia.gr/chang-jolan-to-erotiko-tao-metaxeirismeno-428709.html
